filename,surname,name,real_gender,year,edition,dancer_id,countries,perf_type,awards,has_award,performance,thumbnail_frame,res,frame_count,performance_translated,perf_clean,has_thumbnail,filepath_thumbnail,credits
edition15/edition15_sequence_1.mp4,Yamada,Ayako,F,1987,15th,1987-004,Japan,classical,,0,Sleeping Beauty - Act III,,,,Sleeping Beauty - Act III,Sleeping Beauty - Act 3,1,,
edition16/edition16_sequence_0.mp4,Cabi¨¦,Marie-Soizic,F,1988,16th,1988-076,France,classical,Bourse pour une ann¨¦e d'enseignement (Prix de Lausanne),1,Le Corsaire,,,,Le Corsaire,Le Corsaire,1,,
edition16/edition16_sequence_15.mp4,Calvetti,Antonio,M,1988,16th,1988-092,Italy,classical,Prix Esp¨¨ces,1,Swan Lake - Act III,,,,Swan Lake - Act III,Swan Lake - Act 3,1,,
edition16/edition16_sequence_7.mp4,Coppieters,Bernice,F,1988,16th,1988-073,Belgium,classical,Prix Esp¨¨ces,1,Coppelia - Act III,,,,Coppelia - Act III,Coppelia - Act 3,1,,
edition16/edition16_sequence_2.mp4,Cullum,Lisa-Maree,F,1988,16th,1988-009,New Zealand,classical,Bourse pour une ann¨¦e d'enseignement (Prix de Lausanne),1,Le Corsaire,,,,Le Corsaire,Le Corsaire,1,,
edition16/edition16_sequence_9.mp4,Li,Yan,F,1988,16th,1988-023,China,classical,,0,Sleeping Beauty - Act III,,,,Sleeping Beauty - Act III,Sleeping Beauty - Act 3,1,,
edition16/edition16_sequence_5.mp4,Lu,Xiao Yin,F,1988,16th,1988-053,China,classical,,0,Giselle,,,,Giselle,Giselle,1,,
edition16/edition16_sequence_1.mp4,Miyauchi,Mariko,F,1988,16th,1988-014,Japan,classical,,0,Giselle- Act I,,,,Giselle- Act I,Giselle - Act 1,1,,
edition16/edition16_sequence_4.mp4,Nakamura,Megumi,F,1988,16th,1988-057,Japan,classical,Prix professionnel,1,Le Corsaire,,,,Le Corsaire,Le Corsaire,1,,
edition16/edition16_sequence_12.mp4,Romero,Muriel,F,1988,16th,1988-006,Spain,classical,Prix de la Fondation de la Danse ¨¤ Paris,1,Le Corsaire,,,,Le Corsaire,Le Corsaire,1,,
edition16/edition16_sequence_11.mp4,Schofield,Tiekka,F,1988,16th,1988-046,USA,classical,,0,Sleeping Beauty - Act III,,,,Sleeping Beauty - Act III,Sleeping Beauty - Act 3,1,,
edition16/edition16_sequence_8.mp4,Siepert,Nicole,F,1988,16th,1988-044,German Democratic Republic,classical,,0,Le Corsaire,,,,Le Corsaire,Le Corsaire,1,,
edition16/edition16_sequence_6.mp4,Simons,Marieke,F,1988,16th,1988-003,Netherlands,classical,Prix professionnel,1,Le Corsaire,,,,Le Corsaire,Le Corsaire,1,,
edition16/edition16_sequence_13.mp4,Solymosi,Tam¨¢s,M,1988,16th,1988-098,Hungary,classical,,0,Sleeping Beauty,,,,Sleeping Beauty,Sleeping Beauty,1,,
edition16/edition16_sequence_16.mp4,Wang,Jian,M,1988,16th,1988-096,China,classical,Prix Esp¨¨ces,1,Sleeping Beauty - Act III,,,,Sleeping Beauty - Act III,Sleeping Beauty - Act 3,1,,
edition16/edition16_sequence_10.mp4,Watanabe,Misaki,F,1988,16th,1988-002,Japan,classical,Prix Espoir (Prix de Lausanne),1,Le Corsaire,,,,Le Corsaire,Le Corsaire,1,,
edition16/edition16_sequence_3.mp4,Wixley,Ann,F,1988,16th,1988-034,South Africa,classical,Bourse pour une ann¨¦e d'enseignement (Prix de Lausanne),1,Sleeping Beauty - Act III,,,,Sleeping Beauty - Act III,Sleeping Beauty - Act 3,1,,
edition16/edition16_sequence_14.mp4,Zinoun,Ja?s,M,1988,16th,1988-100,Morocco/Belgium,classical,Bourse pour une ann¨¦e d'enseignement (Prix de Lausanne),1,Le Corsaire,,,,Le Corsaire,Le Corsaire,1,,
edition18/edition18_sequence_16.mp4,Acosta,Carlos,M,1990,18th,1990-127,Cuba,classical,M¨¦daille d'or,1,Don Quichotte,,,,Don Quichotte,Don Quichotte,1,,
edition18/edition18_sequence_13.mp4,Alvarez Caballero,Victor,M,1990,18th,1990-112,Spain,classical,Bourse pour une ann¨¦e d'enseignement (Prix de Lausanne),1,Giselle - Act II,,,,Giselle - Act II,Giselle - Act 2,1,,
edition18/edition18_sequence_1.mp4,Arai,Yuko,F,1990,18th,1990-006,Japan,classical,Bourse pour une ann¨¦e d'enseignement (Prix de Lausanne),1,Le Corsaire,,,,Le Corsaire,Le Corsaire,1,,
edition18/edition18_sequence_14.mp4,Baars,Gaby,M,1990,18th,1990-121,Netherlands,classical,,0,Le Corsaire,,,,Le Corsaire,Le Corsaire,1,,
edition18/edition18_sequence_2.mp4,Barrau,B¨¦rang¨¨re,F,1990,18th,1990-050,France,classical,Bourse pour une ann¨¦e d'enseignement (Prix de Lausanne),1,Giselle,,,,Giselle,Giselle,1,,
edition18/edition18_sequence_5.mp4,Bj?rner,Katja,F,1990,18th,1990-054,Sweden,classical,Prix professionnel,1,Raymonda - Act I,,,,Raymonda - Act I,Raymonda - Act 1,1,,
edition18/edition18_sequence_8.mp4,Corni¨¨re,Ludivine,F,1990,18th,1990-056,France,classical,,0,Le Corsaire,,,,Le Corsaire,Le Corsaire,1,,
edition18/edition18_sequence_15.mp4,De Leeuw,Boris,M,1990,18th,1990-126,Netherlands,classical,Prix en esp¨¨ces,1,Swan Lake - Act III,,,,Swan Lake - Act III,Swan Lake - Act 3,1,,
edition18/edition18_sequence_6.mp4,Galambos,Yvette,F,1990,18th,1990-067,Austria,classical,,0,Coppelia - Act III,,,,Coppelia - Act III,Coppelia - Act 3,1,,
edition18/edition18_sequence_9.mp4,Madeux,Cheryl,F,1990,18th,1990-063,USA,classical,,0,Giselle,,,,Giselle,Giselle,1,,
edition18/edition18_sequence_10.mp4,Popova,Aleszja,F,1990,18th,1990-051,Hungary,classical,Prix en esp¨¨ces,1,Coppelia,,,,Coppelia,Coppelia,1,,
edition18/edition18_sequence_4.mp4,Ross,Jacinta,F,1990,18th,1990-033,Australia,classical,,0,Le Corsaire,,,,Le Corsaire,Le Corsaire,1,,
edition18/edition18_sequence_11.mp4,Saveus,Kim,M,1990,18th,1990-102,Sweden,classical,,0,The Nutcracker,,,,The Nutcracker,The Nutcracker,1,,
edition18/edition18_sequence_7.mp4,Thomas,Clair,F,1990,18th,1990-012,United Kingdom,classical,Bourse pour une ann¨¦e d'enseignement (Prix de Lausanne),1,Sleeping Beauty,,,,Sleeping Beauty,Sleeping Beauty,1,,
edition18/edition18_sequence_3.mp4,Walz,Stephanie,F,1990,18th,1990-019,USA,classical,Prix professionnel,1,Sleeping Beauty,,,,Sleeping Beauty,Sleeping Beauty,1,,
edition18/edition18_sequence_12.mp4,Williams,Todd,M,1990,18th,1990-108,USA,classical,Prix en esp¨¨ces,1,La Sylphide - Act I,,,,La Sylphide - Act I,La Sylphide - Act 1,1,,
edition18/edition18_sequence_0.mp4,Zamazalova,Eva,F,1990,18th,1990-005,Czechoslovakia,classical,,0,Sleeping Beauty,,,,Sleeping Beauty,Sleeping Beauty,1,,
edition19/edition19_sequence_17.mp4,Burn,Jane,F,1991,19th,1991-012,United Kingdom,classical,Prix professionnel,1,Swan Lake - Act I,,,,Swan Lake - Act I,Swan Lake - Act 1,1,,
edition19/edition19_sequence_19.mp4,Caro,Denis,M,1991,19th,1991-104,France,classical,Prix en esp¨¨ces de la Fondation Stanley Thomas Johnson,1,The Nutcracker,,,,The Nutcracker,The Nutcracker,1,,
edition19/edition19_sequence_20.mp4,Dawson,David,M,1991,19th,1991-112,United Kingdom,classical,Prix professionnel,1,Giselle,,,,Giselle,Giselle,1,,
edition19/edition19_sequence_21.mp4,Ferrand,St¨¦phane,M,1991,19th,1991-114,France,classical,Prix sp¨¦cial de chor¨¦graphie,1,The Nutcracker,,,,The Nutcracker,The Nutcracker,1,,
edition19/edition19_sequence_10.mp4,Furuya,Tomoko,F,1991,19th,1991-030,Japan,classical,Bourse pour une ann¨¦e d'enseignement (Prix de Lausanne "Espoir"),1,Coppelia,,,,Coppelia,Coppelia,1,,
edition19/edition19_sequence_8.mp4,Le Van,Elodie,F,1991,19th,1991-001,France,classical,Bourse pour une ann¨¦e d'enseignement (Prix de Lausanne),1,Le Corsaire,,,,Le Corsaire,Le Corsaire,1,,
edition19/edition19_sequence_15.mp4,Lozano,Elia,F,1991,19th,1991-056,Spain,classical,Prix en esp¨¨ces de la Fondation Stanley Thomas Johnson,1,Le Corsaire,,,,Le Corsaire,Le Corsaire,1,,
edition19/edition19_sequence_18.mp4,Meissner,Justin,M,1991,19th,1991-103,Australia,classical,Bourse pour une ann¨¦e d'enseignement (Prix de Lausanne),1,Le Corsaire,,,,Le Corsaire,Le Corsaire,1,,
edition19/edition19_sequence_12.mp4,Ross,Jacinta,F,1991,19th,1991-048,Australia,classical,Prix en esp¨¨ces de la Fondation Stanley Thomas Johnson,1,Giselle,,,,Giselle,Giselle,1,,
edition19/edition19_sequence_14.mp4,Saito,Aki,F,1991,19th,1991-008,Japan,classical,Bourse pour une ann¨¦e d'enseignement (Prix de Lausanne),1,Copp¨¦lia,,,,Copp¨¦lia,Coppelia,1,,
edition19/edition19_sequence_13.mp4,Sato,Miyuki,F,1991,19th,1991-004,Japan,classical,,0,Le Corsaire,,,,Le Corsaire,Le Corsaire,1,,
edition19/edition19_sequence_9.mp4,Trivett,Erica,F,1991,19th,1991-077,Canada,classical,,0,Raymonda - Act II,,,,Raymonda - Act II,Raymonda - Act 2,1,,
edition19/edition19_sequence_11.mp4,Volk,Celia,F,1991,19th,1991-088,Germany,classical,,0,Le Corsaire,,,,Le Corsaire,Le Corsaire,1,,
edition19/edition19_sequence_23.mp4,Wheeldon,Christopher,M,1991,19th,1991-119,United Kingdom,classical,M¨¦daille d'or-Prix des t¨¦l¨¦spectateurs,1,La Sylphide - Act I,,,,La Sylphide - Act I,La Sylphide - Act 1,1,,
edition19/edition19_sequence_16.mp4,Zamazalova,Eva,F,1991,19th,1991-018,Czechoslovakia,classical,Bourse pour une ann¨¦e d'enseignement (Prix de Lausanne),1,Sleeping Beauty,,,,Sleeping Beauty,Sleeping Beauty,1,,
edition20/edition20_sequence_5.mp4,Agnese,Fanny,F,1992,20th,1992-002,France,classical,Bourse pour une ann¨¦e d'enseignement (Prix de Lausanne),1,Giselle - Act I,,,,Giselle - Act I,Giselle - Act 1,1,,
edition20/edition20_sequence_4.mp4,Alves,Lucila,F,1992,20th,1992-003,Argentina,classical,,0,Le Corsaire - Act III (Bayad¨¨re),,,,Le Corsaire - Act III (Bayad¨¨re),Le Corsaire - Act 3 (Bayad¨¨re),1,,
edition20/edition20_sequence_2.mp4,Berm¨²dez Pascual,Bertha,F,1992,20th,1992-012,Spain,classical,,0,Le Corsaire - Act III (Bayad¨¨re),,,,Le Corsaire - Act III (Bayad¨¨re),Le Corsaire - Act 3 (Bayad¨¨re),1,,
edition20/edition20_sequence_13.mp4,Bubenicek,Jiri,M,1992,20th,1992-008,Czechoslovakia,classical,Prix en esp¨¨ce,1,"Tcha?kovski, Pas de Deux.",,,,"Tcha?kovski, Pas de Deux.",Tcha?kovski Pas De Deux,1,,
edition20/edition20_sequence_14.mp4,Bubenicek,Otto,M,1992,20th,1992-007,Czechoslovakia,classical,Prix en esp¨¨ce-Prix des t¨¦l¨¦spectateurs,1,Le Corsaire,,,,Le Corsaire,Le Corsaire,1,,
edition20/edition20_sequence_7.mp4,Cassini,Sandrine,F,1992,20th,1992-021,France,classical,Prix professionnel,1,Giselle - Act I,,,,Giselle - Act I,Giselle - Act 1,1,,
edition20/edition20_sequence_11.mp4,Charlot,Guillaume,M,1992,20th,1992-009,France,classical,Bourse pour une ann¨¦e d'enseignement (Prix de Lausanne),1,Tcha?kovski Pas de Deux,,,,Tcha?kovski Pas de Deux,Tcha?kovski Pas De Deux,1,,
edition20/edition20_sequence_1.mp4,Fielding,Natasha,F,1992,20th,1992-034,USA,classical,,0,Giselle - Act I,,,,Giselle - Act I,Giselle - Act 1,1,,
edition20/edition20_sequence_8.mp4,Nakano,Ayako,F,1992,20th,1992-080,Japan,classical,Bourse pour une ann¨¦e d'enseignement (Prix de Lausanne),1,Le Corsaire - Act III (Bayad¨¨re),,,,Le Corsaire - Act III (Bayad¨¨re),Le Corsaire - Act 3 (Bayad¨¨re),1,,
edition20/edition20_sequence_12.mp4,Okada,Kohei,M,1992,20th,1992-020,Japan,classical,,0,Le Corsaire,,,,Le Corsaire,Le Corsaire,1,,
edition20/edition20_sequence_6.mp4,Pujol,Laetitia,F,1992,20th,1992-089,France,classical,Bourse pour une ann¨¦e d'enseignement (Prix de Lausanne)-Prix des t¨¦l¨¦spectateurs,1,Raymonda -Act I,,,,Raymonda -Act I,Raymonda - Act 1,1,,
edition20/edition20_sequence_9.mp4,Takahashi,Hironao,M,1992,20th,1992-025,Japan,classical,Prix professionnel,1,"Tcha?kovski, Pas de Deux.",,,,"Tcha?kovski, Pas de Deux.",Tcha?kovski Pas De Deux,1,,
edition20/edition20_sequence_3.mp4,Takaku,Mai,F,1992,20th,1992_107,Japan,classical,Prix Espoir (Prix de Lausanne),1,Sleeping Beauty,,,,Sleeping Beauty,Sleeping Beauty,1,,
edition20/edition20_sequence_0.mp4,Yanowsky,Zenaida,F,1992,20th,1992-117,Spain,classical,,0,Le Corsaire - Act III (Bayad¨¨re),,,,Le Corsaire - Act III (Bayad¨¨re),Le Corsaire - Act 3 (Bayad¨¨re),1,,
edition20/edition20_sequence_10.mp4,Yanowsky,Yury,M,1992,20th,1992-031,Spain,classical,Prix en esp¨¨ce,1,Don Quichotte,,,,Don Quichotte,Don Quichotte,1,,
edition21/edition21_sequence_3.mp4,Asano,Miwa,F,1993,21st,1993-018_F,Japan,classical,Prix Espoir (Prix de Lausanne),1,Le Corsaire - (Paquita),,,,Le Corsaire - (Paquita),Le Corsaire - (Paquita),1,,
edition21/edition21_sequence_1.mp4,Barahona Borrego,Marta,F,1993,21st,1993-019_F,Spain,classical,Bourse d'une ann¨¦e d'enseignement (Prix de Lausanne),1,Le Corsaire - Act III (Bayad¨¨re),,,,Le Corsaire - Act III (Bayad¨¨re),Le Corsaire - Act 3 (Bayad¨¨re),1,,
edition21/edition21_sequence_11.mp4,Bres,Jacek,M,1993,21st,1993-114_H,Poland,classical,,0,Sleeping Beauty - Act III - Prince D¨¦sir¨¦,,,,Sleeping Beauty - Act III - Prince D¨¦sir¨¦,Sleeping Beauty - Act 3 - Prince D¨¦sir¨¦,1,,
edition21/edition21_sequence_4.mp4,Dias Duarte,Adriana,F,1993,21st,1993-020_F,Brazil,classical,Bourse d'une ann¨¦e d'enseignement (Prix de Lausanne),1,Copp¨¦lia - Act III,,,,Copp¨¦lia - Act III,Coppelia - Act 3,1,,
edition21/edition21_sequence_8.mp4,Kunes,Vaclav,M,1993,21st,1993-110_H,Czech Republic,classical,,0,Napoli - Act III,,,,Napoli - Act III,Napoli - Act 3,1,,
edition21/edition21_sequence_13.mp4,Liang,Edwaard,M,1993,21st,1993-118_H,USA,classical,Prix professionnel,1,Tcha?kovski Pas de Deux,,,,Tcha?kovski Pas de Deux,Tcha?kovski Pas De Deux,1,,
edition21/edition21_sequence_9.mp4,Mora Carrillo,Fernando,M,1993,21st,1993-119_H,Mexico,classical,Prix professionnel,1,Don Quichotte,,,,Don Quichotte,Don Quichotte,1,,
edition21/edition21_sequence_12.mp4,Oue,Shintaro,M,1993,21st,1993-108_H,Japan,classical,Prix en esp¨¨ce,1,Don Quichotte,,,,Don Quichotte,Don Quichotte,1,,
edition21/edition21_sequence_0.mp4,Ovodova,Natalia,F,1993,21st,1993-032_F,Russia,classical,,0,Tcha?kovski Pas de Deux,,,,Tcha?kovski Pas de Deux,Tcha?kovski Pas De Deux,1,,
edition21/edition21_sequence_7.mp4,Rielly,Lynn,F,1993,21st,1993-058_F,USA,classical,Prix en esp¨¨ce,1,Raymonda - Act II,,,,Raymonda - Act II,Raymonda - Act 2,1,,
edition21/edition21_sequence_15.mp4,Rykine,Roman,M,1993,21st,1993-111_H,Russia,classical,Prix en esp¨¨ce,1,Don Quichotte,,,,Don Quichotte,Don Quichotte,1,,
edition21/edition21_sequence_6.mp4,Selezneva,Oksana,F,1993,21st,1993-034_F,Russia,classical,Bourse d'une ann¨¦e d'enseignement (Prix de Lausanne)-Prix des t¨¦l¨¦spectateurs,1,Swan Lake - Act I,,,,Swan Lake - Act I,Swan Lake - Act 1,1,,
edition21/edition21_sequence_2.mp4,Ueno,Mizuka,F,1993,21st,1993-010_F,Japan,classical,Bourse d'une ann¨¦e d'enseignement (Prix de Lausanne),1,Sleeping Beauty - Act III,,,,Sleeping Beauty - Act III,Sleeping Beauty - Act 3,1,,
edition21/edition21_sequence_10.mp4,Uriagereka,Asier,M,1993,21st,1993-117_H,Spain,classical,Bourse d'une ann¨¦e d'enseignement (Prix de Lausanne),1,"Tcha?kovski, Pas de Deux.",,,,"Tcha?kovski, Pas de Deux.",Tcha?kovski Pas De Deux,1,,
edition21/edition21_sequence_14.mp4,Vanlessen,Wim,M,1993,21st,1993-107,Belgium,classical,Prix en esp¨¨ce,1,Sleeping Beauty - Act III Prince Desir¨¦,,,,Sleeping Beauty - Act III Prince Desir¨¦,Sleeping Beauty - Act 3 - Prince D¨¦sir¨¦,1,,
edition22/edition22_sequence_5.mp4,Bell,Olivia,F,1994,22nd,1994_A,Australia,classical,Prix Espoir (Prix de Lausanne),1,Sleeping Beauty - Aurora,,,,Sleeping Beauty - Aurora,Sleeping Beauty - Aurora,1,,
edition22/edition22_sequence_13.mp4,Blanc,Nicolas,M,1994,22nd,1994_B,France,classical,Bourse pour une ann¨¦e d'enseignement (Prix de Lausanne),1,La Sylphide,,,,La Sylphide,La Sylphide,1,,
edition22/edition22_sequence_14.mp4,Cao,Chi,M,1994,22nd,1994_C,China,classical,Prix en esp¨¨ce,1,Don Quichotte,,,,Don Quichotte,Don Quichotte,1,,
edition22/edition22_sequence_9.mp4,Gros,Vincent,M,1994,22nd,1994_E,France,classical,,0,Giselle - Act II Albrecht,,,,Giselle - Act II Albrecht,Giselle - Act 2 - Albrecht,1,,
edition22/edition22_sequence_6.mp4,H¨¦bert,Caroline,F,1994,22nd,1994_G,France,classical,Bourse pour une ann¨¦e d'enseignement (Prix de Lausanne),1,Le Corsaire - Act III (Bayad¨¨re),,,,Le Corsaire - Act III (Bayad¨¨re),Le Corsaire - Act 3 (Bayad¨¨re),1,,
edition22/edition22_sequence_7.mp4,Jezerskyte,Ruta,F,1994,22nd,1994_I,Lithuania,classical,Prix en esp¨¨ce,1,Sleeping Beauty - Aurora,,,,Sleeping Beauty - Aurora,Sleeping Beauty - Aurora,1,,
edition22/edition22_sequence_15.mp4,Maire,Nicolas,M,1994,22nd,1994_J,Switzerland,classical,Prix en esp¨¨ce-Prix du meilleur Suisse-Prix des t¨¦l¨¦spectatures,1,Le Corsaire,,,,Le Corsaire,Le Corsaire,1,,
edition22/edition22_sequence_1.mp4,Marup,Bettina,F,1994,22nd,1994_K,Danemark,classical,,0,Flower Festival in Genzano,,,,Flower Festival in Genzano,Flower Festival 1n Genzano,1,,
edition22/edition22_sequence_12.mp4,Matys,Michal,M,1994,22nd,1994_L,Czech Republic,classical,,0,The Nutcracker - Act II,,,,The Nutcracker - Act II,The Nutcracker - Act 2,1,,
edition22/edition22_sequence_16.mp4,Millepied,Benjamin,M,1994,22nd,1994_M,France,classical,Prix en esp¨¨ce,1,La Sylphide,,,,La Sylphide,La Sylphide,1,,
edition22/edition22_sequence_11.mp4,Montero,Goyo,M,1994,22nd,1994_N,Spain,classical,Prix professionnel,1,Don Quichotte,,,,Don Quichotte,Don Quichotte,1,,
edition22/edition22_sequence_0.mp4,Sandall,Emma,F,1994,22nd,1994_O,Australia,classical,Bourse pour une ann¨¦e d'enseignement (Prix de Lausanne),1,Le Corsaire (Don Quichotte),,,,Le Corsaire (Don Quichotte),Le Corsaire (Don Quichotte),1,,
edition22/edition22_sequence_2.mp4,Sellrup,Nadja,F,1994,22nd,1994_P,Sweden,classical,,0,Le Corsaire - Act III (Bayad¨¨re),,,,Le Corsaire - Act III (Bayad¨¨re),Le Corsaire - Act 3 (Bayad¨¨re),1,,
edition22/edition22_sequence_3.mp4,Sheng,Bei-Di,F,1994,22nd,1994_D,Canada,classical,,0,Sleeping Beauty - Aurora,,,,Sleeping Beauty - Aurora,Sleeping Beauty - Aurora,1,,
edition22/edition22_sequence_10.mp4,Tyski,Jacek,M,1994,22nd,1994_Q,Poland,classical,Bourse pour une ann¨¦e d'enseignement (Prix de Lausanne),1,La Sylphide,,,,La Sylphide,La Sylphide,1,,
edition22/edition22_sequence_4.mp4,Verspecht,Nathalie,F,1994,22nd,1994_R,Belgium,classical,Prix professionnel,1,Le Corsaire (Don Quichotte),,,,Le Corsaire (Don Quichotte),Le Corsaire (Don Quichotte),1,,
edition22/edition22_sequence_8.mp4,Vichneva,Diana,F,1994,22nd,1994_S,Russia,classical,M¨¦daille d'or,1,Coppelia - Swanilda,,,,Coppelia - Swanilda,Coppelia - Swanilda,1,,
edition23/edition23_sequence_11.mp4,Beliakait¨¦,Neli,F,1995,23rd,1995-115,Lithuania,classical,Prix en esp¨¨ce,1,Sleeping Beauty - Act III,,,,Sleeping Beauty - Act III,Sleeping Beauty - Act 3,1,,
edition23/edition23_sequence_10.mp4,Burke,Jean-Luc,M,1995,23rd,1995-066,France,classical,Bourse pour une ann¨¦e d'enseignement (Prix de Lausanne)-Prix des t¨¦l¨¦spectateurs,1,Le Corsaire,,,,Le Corsaire,Le Corsaire,1,,
edition23/edition23_sequence_3.mp4,De Jongh,Igone,F,1995,23rd,1995-007,Netherlands,classical,,0,Don Quichotte (Le Corsaire),,,,Don Quichotte (Le Corsaire),Don Quichotte (le Corsaire),1,,
edition23/edition23_sequence_14.mp4,Garcia Portero,Gonzalo,M,1995,23rd,1995-060,Spain,classical,M¨¦daille d'or,1,"Sylphide, James, 2e acte.",,,,"Sylphide, James, 2e acte.",Sylphide James 2e Act,1,,
edition23/edition23_sequence_5.mp4,Kan Hwa,Hae,F,1995,23rd,1995-134,South Korea,classical,Bourse pour une ann¨¦e d'enseignement (Prix de Lausanne),1,Paquita (Le Corsaire),,,,Paquita (Le Corsaire),Paquita (le Corsaire),1,,
edition23/edition23_sequence_7.mp4,Kawamura,Maki,F,1995,23rd,1995-111,Japan,classical,Bourse pour une ann¨¦e d'enseignement (Prix de Lausanne),1,Raymonda - Act I,,,,Raymonda - Act I,Raymonda - Act 1,1,,
edition23/edition23_sequence_13.mp4,Kohoutkova,Barbora,F,1995,23rd,1995-024,Czech Republic,classical,Prix en esp¨¨ce,1,Raymonda - Act I,,,,Raymonda - Act I,Raymonda - Act 1,1,,
edition23/edition23_sequence_8.mp4,Kura,Kenta,M,1995,23rd,1995-145,Japan,classical,Bourse pour une ann¨¦e d'enseignement (Prix de Lausanne),1,Swan Lake - Act III,,,,Swan Lake - Act III,Swan Lake - Act 3,1,,
edition23/edition23_sequence_0.mp4,Murphy,Gillian,F,1995,23rd,1995-016,USA,classical,Prix Espoir (Prix de Lausanne),1,"Tchaikovski, Pas de Deux.",,,,"Tchaikovski, Pas de Deux.",Tcha?kovski Pas De Deux,1,,
edition23/edition23_sequence_4.mp4,Riabko,Alexandre,M,1995,23rd,1995-148,Ukraine,classical,,0,"Sylphide, James, 2e acte.",,,,"Sylphide, James, 2e acte.",Sylphide James 2e Act,1,,
edition23/edition23_sequence_1.mp4,Scaglia,Valentina,F,1995,23rd,1995-011,Italy,classical,Prix Espoir (Prix de Lausanne),1,La Bayad¨¨re,,,,La Bayad¨¨re,La Bayad¨¨re,1,,
edition23/edition23_sequence_9.mp4,Sologub,Natalia,F,1995,23rd,1995-127,Russia,classical,Prix professionnel,1,La Bayad¨¨re,,,,La Bayad¨¨re,La Bayad¨¨re,1,,
edition23/edition23_sequence_6.mp4,Tzigankova,Anna,F,1995,23rd,1995-103,Russia,classical,Prix en esp¨¨ce,1,Swan Lake - Act I,,,,Swan Lake - Act I,Swan Lake - Act 1,1,,
edition23/edition23_sequence_12.mp4,Yin,Le,M,1995,23rd,1995-149,China,classical,Prix professionnel,1,Don Quichotte,,,,Don Quichotte,Don Quichotte,1,,
edition24/edition24_sequence_11.mp4,Alexandrov,Anton,M,1996,24th,1996-132,Russia,classical,,0,"La Sylphide, James, acte I.",,,,"La Sylphide, James, acte I.",La Sylphide James Act 1,1,,
edition24/edition24_sequence_14.mp4,Bonelli,Federico,M,1996,24th,1996-125,Italy,classical,Bourse d'une ann¨¦e d'enseignement (Prix de Lausanne),1,Swan Lake - Act III,,,,Swan Lake - Act III,Swan Lake - Act 3,1,,
edition24/edition24_sequence_0.mp4,Chabolda,Irina,F,1996,24th,1996-007,Russia,classical,Prix Espoir (Prix de Lausanne),1,Raymonda - Act I,,,,Raymonda - Act I,Raymonda - Act 1,1,,
edition24/edition24_sequence_12.mp4,Gomes,Marcelo,M,1996,24th,1996-106,Brazil,classical,Prix Espoir (Prix de Lausanne),1,The Nutcracker - Act II,,,,The Nutcracker - Act II,The Nutcracker - Act 2,1,,
edition24/edition24_sequence_2.mp4,Higuchi,Yuri,F,1996,24th,1996-053,Japan,classical,Prix professionnel,1,Don Quichotte (Le Corsaire),,,,Don Quichotte (Le Corsaire),Don Quichotte (le Corsaire),1,,
edition24/edition24_sequence_5.mp4,Kawai,Yuka,F,1996,24th,1996-043,Japan,classical,Bourse d'une ann¨¦e d'enseignement (Prix de Lausanne),1,Sleeping Beauty - Act III,,,,Sleeping Beauty - Act III,Sleeping Beauty - Act 3,1,,
edition24/edition24_sequence_10.mp4,Kozadayev,Alex,M,1996,24th,1996-115,USA,classical,,0,Sleeping Beauty - Act III Prince Desir¨¦,,,,Sleeping Beauty - Act III Prince Desir¨¦,Sleeping Beauty - Act 3 - Prince D¨¦sir¨¦,1,,
edition24/edition24_sequence_9.mp4,Lazik,Roman,M,1996,24th,1996-127,Slovakia,classical,,0,"La Sylphide, James, acte II.",,,,"La Sylphide, James, acte II.",La Sylphide James Act 2,1,,
edition24/edition24_sequence_4.mp4,Lo Sardo,Laetitia,F,1996,24th,1996-022,France,classical,Bourse d'une ann¨¦e d'enseignement (Prix de Lausanne),1,Coppelia - Act I,,,,Coppelia - Act I,Coppelia - Act 1,1,,
edition24/edition24_sequence_6.mp4,Nakamura,Shoko,F,1996,24th,1996-020,Japan,classical,Bourse d'une ann¨¦e d'enseignement (Prix de Lausanne)-Prix des t¨¦l¨¦spectateurs,1,Paquita (Le Corsaire),,,,Paquita (Le Corsaire),Paquita (le Corsaire),1,,
edition24/edition24_sequence_1.mp4,Perchenkova,Anastassia,F,1996,24th,1996-085,Russia,classical,,0,"Tchaikovski, Pas de Deux.",,,,"Tchaikovski, Pas de Deux.",Tcha?kovski Pas De Deux,1,,
edition24/edition24_sequence_13.mp4,Poutrov,Ivan,M,1996,24th,1996-105,Ukraine,classical,Prix en esp¨¨ce,1,"Tchaikovski, Pas de Deux.",,,,"Tchaikovski, Pas de Deux.",Tcha?kovski Pas De Deux,1,,
edition24/edition24_sequence_3.mp4,Van Quaquebeke,Genevi¨¨ve,F,1996,24th,1996-073,Belgium,classical,Prix professionnel,1,"Tchaikovski, Pas de Deux.",,,,"Tchaikovski, Pas de Deux.",Tcha?kovski Pas De Deux,1,,
edition24/edition24_sequence_8.mp4,Vassiliev,Roman,M,1996,24th,1996-112,Russia,classical,Prix en esp¨¨ce,1,Don Quichotte,,,,Don Quichotte,Don Quichotte,1,,
edition24/edition24_sequence_7.mp4,Ygnace,C¨¦dric,M,1996,24th,1996-120,France,classical,Prix en esp¨¨ce,1,"La Sylphide, James, acte I.",,,,"La Sylphide, James, acte I.",La Sylphide James Act 1,1,,
