filename,surname,name,full_name,possible_gender,real_gender,year,edition,dancer_id,countries,perf_type,awards,has_award,performance,thumbnail_frame,res,frame_count,performance_translated,has_thumbnail,filepath_thumbnail,credits,decade,continent,perf_type_clean,filename_base,perf_clean
edition16/edition16_sequence_16.mp4,Wang,Jian,Wang Jian,male,M,1988,16th,1988-096,China,classical,Prix Esp¨¨ces,1,Sleeping Beauty - Act III,,,,Sleeping Beauty - Act III,1.0,,,1980,Asia,classical,edition16_sequence_16.mp4,"Sleeping Beauty, Prince Desire"
edition16/edition16_sequence_2.mp4,Cullum,Lisa-Maree,Cullum Lisa-Maree,female,F,1988,16th,1988-009,New Zealand,classical,Bourse pour une ann¨¦e d'enseignement (Prix de Lausanne),1,Le Corsaire,,,,Le Corsaire,1.0,,,1980,Oceania,classical,edition16_sequence_2.mp4,"Don Quichotte (le Corsaire), Girls variation"
edition16/edition16_sequence_3.mp4,Wixley,Ann,Wixley Ann,female,F,1988,16th,1988-034,South Africa,classical,Bourse pour une ann¨¦e d'enseignement (Prix de Lausanne),1,Sleeping Beauty - Act III,,,,Sleeping Beauty - Act III,1.0,,,1980,Africa,classical,edition16_sequence_3.mp4,Sleeping Beauty - Act 3
edition16/edition16_sequence_4.mp4,Nakamura,Megumi,Nakamura Megumi,female,F,1988,16th,1988-057,Japan,classical,Prix professionnel,1,Le Corsaire,,,,Le Corsaire,1.0,,,1980,Asia,classical,edition16_sequence_4.mp4,"Don Quichotte (le Corsaire), Girls variation"
edition16/edition16_sequence_6.mp4,Simons,Marieke,Simons Marieke,female,F,1988,16th,1988-003,Netherlands,classical,Prix professionnel,1,Le Corsaire,,,,Le Corsaire,1.0,,,1980,Europe,classical,edition16_sequence_6.mp4,"Don Quichotte (le Corsaire), Girls variation"
edition16/edition16_sequence_7.mp4,Coppieters,Bernice,Coppieters Bernice,female,F,1988,16th,1988-073,Belgium,classical,Prix Esp¨¨ces,1,Coppelia - Act III,,,,Coppelia - Act III,1.0,,,1980,Europe,classical,edition16_sequence_7.mp4,"Coppelia - Act 3, Girl variation"
edition16/edition16_sequence_8.mp4,Siepert,Nicole,Siepert Nicole,female,F,1988,16th,1988-044,German Democratic Republic,classical,,0,Le Corsaire,,,,Le Corsaire,1.0,,,1980,Europe,classical,edition16_sequence_8.mp4,"Don Quichotte (le Corsaire), Girls variation"
edition16/edition16_sequence_9.mp4,Li,Yan,Li Yan,likely female,F,1988,16th,1988-023,China,classical,,0,Sleeping Beauty - Act III,,,,Sleeping Beauty - Act III,1.0,,,1980,Asia,classical,edition16_sequence_9.mp4,Sleeping Beauty - Act 3
edition18/edition18_sequence_0.mp4,Zamazalova,Eva,Zamazalova Eva,female,F,1990,18th,1990-005,Czechoslovakia,classical,,0,Sleeping Beauty,,,,Sleeping Beauty,1.0,,,1990,Europe,classical,edition18_sequence_0.mp4,Sleeping Beauty - Act 3
edition18/edition18_sequence_1.mp4,Arai,Yuko,Arai Yuko,female,F,1990,18th,1990-006,Japan,classical,Bourse pour une ann¨¦e d'enseignement (Prix de Lausanne),1,Le Corsaire,,,,Le Corsaire,1.0,,,1990,Asia,classical,edition18_sequence_1.mp4,"Don Quichotte (le Corsaire), Girls variation"
edition18/edition18_sequence_10.mp4,Popova,Aleszja,Popova Aleszja,female,F,1990,18th,1990-051,Hungary,classical,Prix en esp¨¨ces,1,Coppelia,,,,Coppelia,1.0,,,1990,Europe,classical,edition18_sequence_10.mp4,"Coppelia - Act 3, Girl variation"
edition18/edition18_sequence_11.mp4,Saveus,Kim,Saveus Kim,likely female,M,1990,18th,1990-102,Sweden,classical,,0,The Nutcracker,,,,The Nutcracker,1.0,,,1990,Europe,classical,edition18_sequence_11.mp4,The Nutcracker
edition18/edition18_sequence_15.mp4,De Leeuw,Boris,De Leeuw Boris,male,M,1990,18th,1990-126,Netherlands,classical,Prix en esp¨¨ces,1,Swan Lake - Act III,,,,Swan Lake - Act III,1.0,,,1990,Europe,classical,edition18_sequence_15.mp4,Swan Lake - Act 3 - Siegfried Variation
edition18/edition18_sequence_3.mp4,Walz,Stephanie,Walz Stephanie,female,F,1990,18th,1990-019,USA,classical,Prix professionnel,1,Sleeping Beauty,,,,Sleeping Beauty,1.0,,,1990,North America,classical,edition18_sequence_3.mp4,Sleeping Beauty - Act 3
edition18/edition18_sequence_4.mp4,Ross,Jacinta,Ross Jacinta,female,F,1990,18th,1990-033,Australia,classical,,0,Le Corsaire,,,,Le Corsaire,1.0,,,1990,Oceania,classical,edition18_sequence_4.mp4,"Don Quichotte (le Corsaire), Girls variation"
edition18/edition18_sequence_7.mp4,Thomas,Clair,Thomas Clair,likely female,F,1990,18th,1990-012,United Kingdom,classical,Bourse pour une ann¨¦e d'enseignement (Prix de Lausanne),1,Sleeping Beauty,,,,Sleeping Beauty,1.0,,,1990,Europe,classical,edition18_sequence_7.mp4,Sleeping Beauty - Act 3
edition18/edition18_sequence_8.mp4,Corni¨¨re,Ludivine,Corni¨¨re Ludivine,female,F,1990,18th,1990-056,France,classical,,0,Le Corsaire,,,,Le Corsaire,1.0,,,1990,Europe,classical,edition18_sequence_8.mp4,"Don Quichotte (le Corsaire), Girls variation"
edition19/edition19_sequence_13.mp4,Sato,Miyuki,Sato Miyuki,female,F,1991,19th,1991-004,Japan,classical,,0,Le Corsaire,,,,Le Corsaire,1.0,,,1990,Asia,classical,edition19_sequence_13.mp4,"Don Quichotte (le Corsaire), Girls variation"
edition19/edition19_sequence_15.mp4,Lozano,Elia,Lozano Elia,likely female,F,1991,19th,1991-056,Spain,classical,Prix en esp¨¨ces de la Fondation Stanley Thomas Johnson,1,Le Corsaire,,,,Le Corsaire,1.0,,,1990,Europe,classical,edition19_sequence_15.mp4,"Don Quichotte (le Corsaire), Girls variation"
edition19/edition19_sequence_17.mp4,Burn,Jane,Burn Jane,female,F,1991,19th,1991-012,United Kingdom,classical,Prix professionnel,1,Swan Lake - Act I,,,,Swan Lake - Act I,1.0,,,1990,Europe,classical,edition19_sequence_17.mp4,Swan Lake - Act 1
edition19/edition19_sequence_19.mp4,Caro,Denis,Caro Denis,male,M,1991,19th,1991-104,France,classical,Prix en esp¨¨ces de la Fondation Stanley Thomas Johnson,1,The Nutcracker,,,,The Nutcracker,1.0,,,1990,Europe,classical,edition19_sequence_19.mp4,The Nutcracker
edition19/edition19_sequence_20.mp4,Dawson,David,Dawson David,male,M,1991,19th,1991-112,United Kingdom,classical,Prix professionnel,1,Giselle,,,,Giselle,1.0,,,1990,Europe,classical,edition19_sequence_20.mp4,Giselle - Act 2 - Albrecht
edition19/edition19_sequence_21.mp4,Ferrand,St¨¦phane,Ferrand St¨¦phane,male,M,1991,19th,1991-114,France,classical,Prix sp¨¦cial de chor¨¦graphie,1,The Nutcracker,,,,The Nutcracker,1.0,,,1990,Europe,classical,edition19_sequence_21.mp4,The Nutcracker
edition19/edition19_sequence_8.mp4,Le Van,Elodie,Le Van Elodie,female,F,1991,19th,1991-001,France,classical,Bourse pour une ann¨¦e d'enseignement (Prix de Lausanne),1,Le Corsaire,,,,Le Corsaire,1.0,,,1990,Europe,classical,edition19_sequence_8.mp4,"Don Quichotte (le Corsaire), Girls variation"
edition19/edition19_sequence_9.mp4,Trivett,Erica,Trivett Erica,female,F,1991,19th,1991-077,Canada,classical,,0,Raymonda - Act II,,,,Raymonda - Act II,1.0,,,1990,North America,classical,edition19_sequence_9.mp4,Raymonda - Act 2
edition20/edition20_sequence_0.mp4,Yanowsky,Zenaida,Yanowsky Zenaida,female,F,1992,20th,1992-117,Spain,classical,,0,Le Corsaire - Act III (Bayad¨¨re),,,,Le Corsaire - Act III (Bayad¨¨re),1.0,,,1990,Europe,classical,edition20_sequence_0.mp4,La Bayadere - Gamsatti
edition20/edition20_sequence_13.mp4,Bubenicek,Jiri,Bubenicek Jiri,male,M,1992,20th,1992-008,Czechoslovakia,classical,Prix en esp¨¨ce,1,"Tcha?kovski, Pas de Deux.",,,,"Tcha?kovski, Pas de Deux.",1.0,,,1990,Europe,classical,edition20_sequence_13.mp4,"Tchaikovski Pas De Deux, Boys variation"
edition20/edition20_sequence_3.mp4,Takaku,Mai,Takaku Mai,female,F,1992,20th,1992_107,Japan,classical,Prix Espoir (Prix de Lausanne),1,Sleeping Beauty,,,,Sleeping Beauty,1.0,,,1990,Asia,classical,edition20_sequence_3.mp4,Sleeping Beauty - Act 3
edition20/edition20_sequence_4.mp4,Alves,Lucila,Alves Lucila,female,F,1992,20th,1992-003,Argentina,classical,,0,Le Corsaire - Act III (Bayad¨¨re),,,,Le Corsaire - Act III (Bayad¨¨re),1.0,,,1990,South America,classical,edition20_sequence_4.mp4,La Bayadere - Gamsatti
edition20/edition20_sequence_6.mp4,Pujol,Laetitia,Pujol Laetitia,female,F,1992,20th,1992-089,France,classical,Bourse pour une ann¨¦e d'enseignement (Prix de Lausanne)-Prix des t¨¦l¨¦spectateurs,1,Raymonda -Act I,,,,Raymonda -Act I,1.0,,,1990,Europe,classical,edition20_sequence_6.mp4,Raymonda - Act 1
edition20/edition20_sequence_8.mp4,Nakano,Ayako,Nakano Ayako,female,F,1992,20th,1992-080,Japan,classical,Bourse pour une ann¨¦e d'enseignement (Prix de Lausanne),1,Le Corsaire - Act III (Bayad¨¨re),,,,Le Corsaire - Act III (Bayad¨¨re),1.0,,,1990,Asia,classical,edition20_sequence_8.mp4,La Bayadere - Gamsatti
edition21/edition21_sequence_0.mp4,Ovodova,Natalia,Ovodova Natalia,female,F,1993,21st,1993-032_F,Russia,classical,,0,Tcha?kovski Pas de Deux,,,,Tcha?kovski Pas de Deux,1.0,,,1990,Europe,classical,edition21_sequence_0.mp4,"Tchaikovski Pas De Deux, Girls variation"
edition21/edition21_sequence_1.mp4,Barahona Borrego,Marta,Barahona Borrego Marta,female,F,1993,21st,1993-019_F,Spain,classical,Bourse d'une ann¨¦e d'enseignement (Prix de Lausanne),1,Le Corsaire - Act III (Bayad¨¨re),,,,Le Corsaire - Act III (Bayad¨¨re),1.0,,,1990,Europe,classical,edition21_sequence_1.mp4,La Bayadere - Gamsatti
edition21/edition21_sequence_10.mp4,Uriagereka,Asier,Uriagereka Asier,male,M,1993,21st,1993-117_H,Spain,classical,Bourse d'une ann¨¦e d'enseignement (Prix de Lausanne),1,"Tcha?kovski, Pas de Deux.",,,,"Tcha?kovski, Pas de Deux.",1.0,,,1990,Europe,classical,edition21_sequence_10.mp4,"Tchaikovski Pas De Deux, Boys variation"
edition21/edition21_sequence_11.mp4,Bres,Jacek,Bres Jacek,male,M,1993,21st,1993-114_H,Poland,classical,,0,Sleeping Beauty - Act III - Prince D¨¦sir¨¦,,,,Sleeping Beauty - Act III - Prince D¨¦sir¨¦,1.0,,,1990,Europe,classical,edition21_sequence_11.mp4,"Sleeping Beauty, Prince Desire"
edition21/edition21_sequence_13.mp4,Liang,Edwaard,Liang Edwaard,male,M,1993,21st,1993-118_H,USA,classical,Prix professionnel,1,Tcha?kovski Pas de Deux,,,,Tcha?kovski Pas de Deux,1.0,,,1990,North America,classical,edition21_sequence_13.mp4,"Tchaikovski Pas De Deux, Boys variation"
edition21/edition21_sequence_14.mp4,Vanlessen,Wim,Vanlessen Wim,female,M,1993,21st,1993-107,Belgium,classical,Prix en esp¨¨ce,1,Sleeping Beauty - Act III Prince Desir¨¦,,,,Sleeping Beauty - Act III Prince Desir¨¦,1.0,,,1990,Europe,classical,edition21_sequence_14.mp4,"Sleeping Beauty, Prince Desire"
edition21/edition21_sequence_2.mp4,Ueno,Mizuka,Ueno Mizuka,female,F,1993,21st,1993-010_F,Japan,classical,Bourse d'une ann¨¦e d'enseignement (Prix de Lausanne),1,Sleeping Beauty - Act III,,,,Sleeping Beauty - Act III,1.0,,,1990,Asia,classical,edition21_sequence_2.mp4,Sleeping Beauty - Act 3
edition21/edition21_sequence_3.mp4,Asano,Miwa,Asano Miwa,female,F,1993,21st,1993-018_F,Japan,classical,Prix Espoir (Prix de Lausanne),1,Le Corsaire - (Paquita),,,,Le Corsaire - (Paquita),1.0,,,1990,Asia,classical,edition21_sequence_3.mp4,Paquita (le Corsaire)
edition21/edition21_sequence_4.mp4,Dias Duarte,Adriana,Dias Duarte Adriana,female,F,1993,21st,1993-020_F,Brazil,classical,Bourse d'une ann¨¦e d'enseignement (Prix de Lausanne),1,Copp¨¦lia - Act III,,,,Copp¨¦lia - Act III,1.0,,,1990,South America,classical,edition21_sequence_4.mp4,"Coppelia - Act 3, Girl variation"
edition21/edition21_sequence_6.mp4,Selezneva,Oksana,Selezneva Oksana,female,F,1993,21st,1993-034_F,Russia,classical,Bourse d'une ann¨¦e d'enseignement (Prix de Lausanne)-Prix des t¨¦l¨¦spectateurs,1,Swan Lake - Act I,,,,Swan Lake - Act I,1.0,,,1990,Europe,classical,edition21_sequence_6.mp4,Swan Lake - Act 1
edition21/edition21_sequence_7.mp4,Rielly,Lynn,Rielly Lynn,female,F,1993,21st,1993-058_F,USA,classical,Prix en esp¨¨ce,1,Raymonda - Act II,,,,Raymonda - Act II,1.0,,,1990,North America,classical,edition21_sequence_7.mp4,Raymonda - Act 2
edition21/edition21_sequence_9.mp4,Mora Carrillo,Fernando,Mora Carrillo Fernando,male,M,1993,21st,1993-119_H,Mexico,classical,Prix professionnel,1,Don Quichotte,,,,Don Quichotte,1.0,,,1990,North America,classical,edition21_sequence_9.mp4,Don Quichotte - Basile Variation
edition22/edition22_sequence_0.mp4,Sandall,Emma,Sandall Emma,female,F,1994,22nd,1994_O,Australia,classical,Bourse pour une ann¨¦e d'enseignement (Prix de Lausanne),1,Le Corsaire (Don Quichotte),,,,Le Corsaire (Don Quichotte),1.0,,,1990,Oceania,classical,edition22_sequence_0.mp4,"Don Quichotte (le Corsaire), Girls variation"
edition22/edition22_sequence_1.mp4,Marup,Bettina,Marup Bettina,female,F,1994,22nd,1994_K,Danemark,classical,,0,Flower Festival in Genzano,,,,Flower Festival in Genzano,1.0,,,1990,Europe,classical,edition22_sequence_1.mp4,Flower Festival 1n Genzano
edition22/edition22_sequence_14.mp4,Cao,Chi,Cao Chi,likely male,M,1994,22nd,1994_C,China,classical,Prix en esp¨¨ce,1,Don Quichotte,,,,Don Quichotte,1.0,,,1990,Asia,classical,edition22_sequence_14.mp4,Don Quichotte - Basile Variation
edition22/edition22_sequence_2.mp4,Sellrup,Nadja,Sellrup Nadja,female,F,1994,22nd,1994_P,Sweden,classical,,0,Le Corsaire - Act III (Bayad¨¨re),,,,Le Corsaire - Act III (Bayad¨¨re),1.0,,,1990,Europe,classical,edition22_sequence_2.mp4,La Bayadere - Gamsatti
edition22/edition22_sequence_3.mp4,Sheng,Bei-Di,Sheng Bei-Di,likely female,F,1994,22nd,1994_D,Canada,classical,,0,Sleeping Beauty - Aurora,,,,Sleeping Beauty - Aurora,1.0,,,1990,North America,classical,edition22_sequence_3.mp4,Sleeping Beauty - Act 3
edition22/edition22_sequence_4.mp4,Verspecht,Nathalie,Verspecht Nathalie,male,F,1994,22nd,1994_R,Belgium,classical,Prix professionnel,1,Le Corsaire (Don Quichotte),,,,Le Corsaire (Don Quichotte),1.0,,,1990,Europe,classical,edition22_sequence_4.mp4,"Don Quichotte (le Corsaire), Girls variation"
edition22/edition22_sequence_5.mp4,Bell,Olivia,Bell Olivia,female,F,1994,22nd,1994_A,Australia,classical,Prix Espoir (Prix de Lausanne),1,Sleeping Beauty - Aurora,,,,Sleeping Beauty - Aurora,1.0,,,1990,Oceania,classical,edition22_sequence_5.mp4,Sleeping Beauty - Act 3
edition22/edition22_sequence_6.mp4,H¨¦bert,Caroline,H¨¦bert Caroline,female,F,1994,22nd,1994_G,France,classical,Bourse pour une ann¨¦e d'enseignement (Prix de Lausanne),1,Le Corsaire - Act III (Bayad¨¨re),,,,Le Corsaire - Act III (Bayad¨¨re),1.0,,,1990,Europe,classical,edition22_sequence_6.mp4,La Bayadere - Gamsatti
edition22/edition22_sequence_7.mp4,Jezerskyte,Ruta,Jezerskyte Ruta,female,F,1994,22nd,1994_I,Lithuania,classical,Prix en esp¨¨ce,1,Sleeping Beauty - Aurora,,,,Sleeping Beauty - Aurora,1.0,,,1990,Europe,classical,edition22_sequence_7.mp4,Sleeping Beauty - Act 3
edition22/edition22_sequence_9.mp4,Gros,Vincent,Gros Vincent,male,M,1994,22nd,1994_E,France,classical,,0,Giselle - Act II Albrecht,,,,Giselle - Act II Albrecht,1.0,,,1990,Europe,classical,edition22_sequence_9.mp4,Giselle - Act 2 - Albrecht
edition23/edition23_sequence_0.mp4,Murphy,Gillian,Murphy Gillian,female,F,1995,23rd,1995-016,USA,classical,Prix Espoir (Prix de Lausanne),1,"Tchaikovski, Pas de Deux.",,,,"Tchaikovski, Pas de Deux.",1.0,,,1990,North America,classical,edition23_sequence_0.mp4,"Tchaikovski Pas De Deux, Girls variation"
edition23/edition23_sequence_1.mp4,Scaglia,Valentina,Scaglia Valentina,female,F,1995,23rd,1995-011,Italy,classical,Prix Espoir (Prix de Lausanne),1,La Bayad¨¨re,,,,La Bayad¨¨re,1.0,,,1990,Europe,classical,edition23_sequence_1.mp4,La Bayadere - Gamsatti
edition23/edition23_sequence_11.mp4,Beliakait¨¦,Neli,Beliakait¨¦ Neli,female,F,1995,23rd,1995-115,Lithuania,classical,Prix en esp¨¨ce,1,Sleeping Beauty - Act III,,,,Sleeping Beauty - Act III,1.0,,,1990,Europe,classical,edition23_sequence_11.mp4,Sleeping Beauty - Act 3
edition23/edition23_sequence_13.mp4,Kohoutkova,Barbora,Kohoutkova Barbora,female,F,1995,23rd,1995-024,Czech Republic,classical,Prix en esp¨¨ce,1,Raymonda - Act I,,,,Raymonda - Act I,1.0,,,1990,Europe,classical,edition23_sequence_13.mp4,Raymonda - Act 1
edition23/edition23_sequence_3.mp4,De Jongh,Igone,De Jongh Igone,female,F,1995,23rd,1995-007,Netherlands,classical,,0,Don Quichotte (Le Corsaire),,,,Don Quichotte (Le Corsaire),1.0,,,1990,Europe,classical,edition23_sequence_3.mp4,"Don Quichotte (le Corsaire), Girls variation"
edition23/edition23_sequence_5.mp4,Kan Hwa,Hae,Kan Hwa Hae,female,F,1995,23rd,1995-134,South Korea,classical,Bourse pour une ann¨¦e d'enseignement (Prix de Lausanne),1,Paquita (Le Corsaire),,,,Paquita (Le Corsaire),1.0,,,1990,Asia,classical,edition23_sequence_5.mp4,Paquita (le Corsaire)
edition23/edition23_sequence_6.mp4,Tzigankova,Anna,Tzigankova Anna,female,F,1995,23rd,1995-103,Russia,classical,Prix en esp¨¨ce,1,Swan Lake - Act I,,,,Swan Lake - Act I,1.0,,,1990,Europe,classical,edition23_sequence_6.mp4,Swan Lake - Act 1
edition23/edition23_sequence_7.mp4,Kawamura,Maki,Kawamura Maki,female,F,1995,23rd,1995-111,Japan,classical,Bourse pour une ann¨¦e d'enseignement (Prix de Lausanne),1,Raymonda - Act I,,,,Raymonda - Act I,1.0,,,1990,Asia,classical,edition23_sequence_7.mp4,Raymonda - Act 1
edition23/edition23_sequence_8.mp4,Kura,Kenta,Kura Kenta,male,M,1995,23rd,1995-145,Japan,classical,Bourse pour une ann¨¦e d'enseignement (Prix de Lausanne),1,Swan Lake - Act III,,,,Swan Lake - Act III,1.0,,,1990,Asia,classical,edition23_sequence_8.mp4,Swan Lake - Act 3 - Siegfried Variation
edition23/edition23_sequence_9.mp4,Sologub,Natalia,Sologub Natalia,female,F,1995,23rd,1995-127,Russia,classical,Prix professionnel,1,La Bayad¨¨re,,,,La Bayad¨¨re,1.0,,,1990,Europe,classical,edition23_sequence_9.mp4,La Bayadere - Gamsatti
edition24/edition24_sequence_0.mp4,Chabolda,Irina,Chabolda Irina,female,F,1996,24th,1996-007,Russia,classical,Prix Espoir (Prix de Lausanne),1,Raymonda - Act I,,,,Raymonda - Act I,1.0,,,1990,Europe,classical,edition24_sequence_0.mp4,Raymonda - Act 1
edition24/edition24_sequence_1.mp4,Perchenkova,Anastassia,Perchenkova Anastassia,female,F,1996,24th,1996-085,Russia,classical,,0,"Tchaikovski, Pas de Deux.",,,,"Tchaikovski, Pas de Deux.",1.0,,,1990,Europe,classical,edition24_sequence_1.mp4,"Tchaikovski Pas De Deux, Girls variation"
edition24/edition24_sequence_10.mp4,Kozadayev,Alex,Kozadayev Alex,male,M,1996,24th,1996-115,USA,classical,,0,Sleeping Beauty - Act III Prince Desir¨¦,,,,Sleeping Beauty - Act III Prince Desir¨¦,1.0,,,1990,North America,classical,edition24_sequence_10.mp4,"Sleeping Beauty, Prince Desire"
edition24/edition24_sequence_12.mp4,Gomes,Marcelo,Gomes Marcelo,male,M,1996,24th,1996-106,Brazil,classical,Prix Espoir (Prix de Lausanne),1,The Nutcracker - Act II,,,,The Nutcracker - Act II,1.0,,,1990,South America,classical,edition24_sequence_12.mp4,The Nutcracker
edition24/edition24_sequence_14.mp4,Bonelli,Federico,Bonelli Federico,male,M,1996,24th,1996-125,Italy,classical,Bourse d'une ann¨¦e d'enseignement (Prix de Lausanne),1,Swan Lake - Act III,,,,Swan Lake - Act III,1.0,,,1990,Europe,classical,edition24_sequence_14.mp4,Swan Lake - Act 3 - Siegfried Variation
edition24/edition24_sequence_2.mp4,Higuchi,Yuri,Higuchi Yuri,female,F,1996,24th,1996-053,Japan,classical,Prix professionnel,1,Don Quichotte (Le Corsaire),,,,Don Quichotte (Le Corsaire),1.0,,,1990,Asia,classical,edition24_sequence_2.mp4,"Don Quichotte (le Corsaire), Girls variation"
edition24/edition24_sequence_3.mp4,Van Quaquebeke,Genevi¨¨ve,Van Quaquebeke Genevi¨¨ve,female,F,1996,24th,1996-073,Belgium,classical,Prix professionnel,1,"Tchaikovski, Pas de Deux.",,,,"Tchaikovski, Pas de Deux.",1.0,,,1990,Europe,classical,edition24_sequence_3.mp4,"Tchaikovski Pas De Deux, Girls variation"
edition24/edition24_sequence_4.mp4,Lo Sardo,Laetitia,Lo Sardo Laetitia,female,F,1996,24th,1996-022,France,classical,Bourse d'une ann¨¦e d'enseignement (Prix de Lausanne),1,Coppelia - Act I,,,,Coppelia - Act I,1.0,,,1990,Europe,classical,edition24_sequence_4.mp4,"Coppelia - Act 1, Girl variation"
edition24/edition24_sequence_5.mp4,Kawai,Yuka,Kawai Yuka,female,F,1996,24th,1996-043,Japan,classical,Bourse d'une ann¨¦e d'enseignement (Prix de Lausanne),1,Sleeping Beauty - Act III,,,,Sleeping Beauty - Act III,1.0,,,1990,Asia,classical,edition24_sequence_5.mp4,Sleeping Beauty - Act 3
edition24/edition24_sequence_6.mp4,Nakamura,Shoko,Nakamura Shoko,female,F,1996,24th,1996-020,Japan,classical,Bourse d'une ann¨¦e d'enseignement (Prix de Lausanne)-Prix des t¨¦l¨¦spectateurs,1,Paquita (Le Corsaire),,,,Paquita (Le Corsaire),1.0,,,1990,Asia,classical,edition24_sequence_6.mp4,Paquita (le Corsaire)
edition25/edition25_sequence_0.mp4,Nishida,Yuko,Nishida Yuko,female,F,1997,25th,1997-054,Japan,classical,,0,Sleeping Beauty - Act III,,,,Sleeping Beauty - Act III,1.0,,,1990,Asia,classical,edition25_sequence_0.mp4,Sleeping Beauty - Act 3
edition25/edition25_sequence_1.mp4,Moirt,Isabelle,Moirt Isabelle,female,F,1997,25th,1997-071,France,classical,,0,Coppelia - Act I,,,,Coppelia - Act I,1.0,,,1990,Europe,classical,edition25_sequence_1.mp4,"Coppelia - Act 1, Girl variation"
edition25/edition25_sequence_14.mp4,Carmena,Antonio,Carmena Antonio,male,M,1997,25th,1997-106,Spain,classical,Bourse d'une ann¨¦e d'enseignement (Prix de Lausanne)-Prix des t¨¦l¨¦spectateurs,1,Sleeping Beauty - Act III Prince Desir¨¦,,,,Sleeping Beauty - Act III Prince Desir¨¦,1.0,,,1990,Europe,classical,edition25_sequence_14.mp4,"Sleeping Beauty, Prince Desire"
edition25/edition25_sequence_2.mp4,Lazebnikova,Natalia,Lazebnikova Natalia,female,F,1997,25th,1997-051,Ukraine,classical,,0,La Bayad¨¨re (Le Corsaire),,,,La Bayad¨¨re (Le Corsaire),1.0,,,1990,Europe,classical,edition25_sequence_2.mp4,La Bayadere - Gamsatti
edition25/edition25_sequence_4.mp4,Tardy,Julie,Tardy Julie,female,F,1997,25th,1997-072,France,classical,Prix professionnel,1,Raymonda - Act II,,,,Raymonda - Act II,1.0,,,1990,Europe,classical,edition25_sequence_4.mp4,Raymonda - Act 2
edition25/edition25_sequence_5.mp4,Carnicer Hijazo,Julia,Carnicer Hijazo Julia,female,F,1997,25th,1997-060,Spain,classical,Prix en esp¨¨ce,1,Don Quichotte (Le Corsaire),,,,Don Quichotte (Le Corsaire),1.0,,,1990,Europe,classical,edition25_sequence_5.mp4,"Don Quichotte (le Corsaire), Girls variation"
edition25/edition25_sequence_6.mp4,Sugano,Mayo,Sugano Mayo,female,F,1997,25th,1997-059,Japan,classical,Bourse d'une ann¨¦e d'enseignement (Prix de Lausanne),1,La Bayad¨¨re (Le Corsaire),,,,La Bayad¨¨re (Le Corsaire),1.0,,,1990,Asia,classical,edition25_sequence_6.mp4,La Bayadere - Gamsatti
edition25/edition25_sequence_7.mp4,Cojocaru,Alina,Cojocaru Alina,female,F,1997,25th,1997-016,Romania,classical,Bourse d'une ann¨¦e d'enseignement (Prix de Lausanne),1,"Tchaikovski, Pas de Deux.",,,,"Tchaikovski, Pas de Deux.",1.0,,,1990,Europe,classical,edition25_sequence_7.mp4,"Tchaikovski Pas De Deux, Girls variation"
edition25/edition25_sequence_8.mp4,Tally,Lyn,Tally Lyn,likely female,F,1997,25th,1997-079,USA,classical,Prix professionnel,1,Paquita (Le Corsaire),,,,Paquita (Le Corsaire),1.0,,,1990,North America,classical,edition25_sequence_8.mp4,Paquita (le Corsaire)
edition25/edition25_sequence_9.mp4,Wishinski,Melissa,Wishinski Melissa,female,F,1997,25th,1997-010,USA,classical,Prix en esp¨¨ce,1,Sleeping Beauty - Act III,,,,Sleeping Beauty - Act III,1.0,,,1990,North America,classical,edition25_sequence_9.mp4,Sleeping Beauty - Act 3
edition26/edition26_sequence_10.mp4,Dancer,Anne,Dancer Anne,female,F,1998,26th,1998_A,France,classical,,0,Paquita (Le Corsaire),,,,Paquita (Le Corsaire),1.0,,,1990,Europe,classical,edition26_sequence_10.mp4,Paquita (le Corsaire)
edition26/edition26_sequence_11.mp4,Tanaka,Asako,Tanaka Asako,female,F,1998,26th,1998_H,Japan,classical,Prix en esp¨¨ces,1,"Tcha?kovski, Pas de Deux.",,,,"Tcha?kovski, Pas de Deux.",1.0,,,1990,Asia,classical,edition26_sequence_11.mp4,"Tchaikovski Pas De Deux, Girls variation"
edition26/edition26_sequence_12.mp4,Kikuchi,Ayako,Kikuchi Ayako,female,F,1998,26th,1998_B,Japan,classical,Bourse d'une ann¨¦e d'enseignement (Prix de Lausanne),1,Paquita (Le Corsaire),,,,Paquita (Le Corsaire),1.0,,,1990,Asia,classical,edition26_sequence_12.mp4,Paquita (le Corsaire)
edition26/edition26_sequence_14.mp4,W¨¹nsche,Katja,W¨¹nsche Katja,female,F,1998,26th,1998_M,Germany,classical,Prix en esp¨¨ces-Prix des t¨¦l¨¦spectateurs,1,La Bayad¨¨re (Le Corsaire),,,,La Bayad¨¨re (Le Corsaire),1.0,,,1990,Europe,classical,edition26_sequence_14.mp4,La Bayadere - Gamsatti
edition26/edition26_sequence_15.mp4,Vandamme,Agalie,Vandamme Agalie,female,F,1998,26th,1998_K,Belgium,classical,,0,Raymonda - Act I,,,,Raymonda - Act I,1.0,,,1990,Europe,classical,edition26_sequence_15.mp4,Raymonda - Act 1
